sample_id	major_species	abundance	taxid	phylum	class	order	family	genus	species	original_path	ftp_path
SAMN02199287	Cycloclasticus sp. PY97N	6.552	728003	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Cycloclasticus	Cycloclasticus sp. PY97N	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02199287.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02199287.contigs.fa.gz
SAMN02194783	Candidatus Solibacter usitatus	6.639	332163	Acidobacteria	Acidobacteriia	Bryobacterales	Solibacteraceae	Candidatus Solibacter	Candidatus Solibacter usitatus	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02194783.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02194783.contigs.fa.gz
SAMN09981720	Gemella sp. ND 6198	6.646	2040624	Firmicutes	Bacilli	Bacillales		Gemella	Gemella sp. ND 6198	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_635/SAMN09981720.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_635/SAMN09981720.contigs.fa.gz
SAMN02745478	Methylophaga frappieri	6.724	754477	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Methylophaga	Methylophaga frappieri	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_294/SAMN02745478.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_294/SAMN02745478.contigs.fa.gz
SAMN08769568	Azoarcus sp. BH72	6.834	62928	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Azoarcus	Azoarcus sp. BH72	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_559/SAMN08769568.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_559/SAMN08769568.contigs.fa.gz
SAMN02745502	Wigglesworthia glossinidia	6.86	51229	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Wigglesworthia	Wigglesworthia glossinidia	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_294/SAMN02745502.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_294/SAMN02745502.contigs.fa.gz
SAMN08886462	Bacillus jeotgali	6.893000000000001	129985	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus jeotgali	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_569/SAMN08886462.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_569/SAMN08886462.contigs.fa.gz
SAMN02194433	Acholeplasma palmae	6.926	38986	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	Acholeplasma palmae	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02194433.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02194433.contigs.fa.gz
SAMN02745179	Mycoplasma arthritidis	6.931	2111	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma arthritidis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_293/SAMN02745179.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_293/SAMN02745179.contigs.fa.gz
SAMN02194202	Kushneria konosiri	6.94	698828	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Kushneria	Kushneria konosiri	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02194202.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02194202.contigs.fa.gz
SAMN02199417	Sediminicola sp. YIK13	6.959	1453352	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Sediminicola	Sediminicola sp. YIK13	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_275/SAMN02199417.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_275/SAMN02199417.contigs.fa.gz
SAMN02194521	Erysipelothrix larvae	6.989	1514105	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Erysipelothrix larvae	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02194521.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02194521.contigs.fa.gz
SAMN07204278	Leptolyngbya sp. O-77	7.142	1080068	Cyanobacteria		Synechococcales	Leptolyngbyaceae	Leptolyngbya	Leptolyngbya sp. O-77	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_476/SAMN07204278.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_476/SAMN07204278.contigs.fa.gz
SAMN06296378	Pseudomonas sp. phDV1	7.201	253237	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. phDV1	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_448/SAMN06296378.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_448/SAMN06296378.contigs.fa.gz
SAMN02369415	Lactobacillus curieae	7.203	1138822	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus curieae	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_281/SAMN02369415.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_281/SAMN02369415.contigs.fa.gz
SAMN08562404	Micromonospora echinospora	7.205	1877	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora echinospora	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_547/SAMN08562404.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_547/SAMN08562404.contigs.fa.gz
SAMN05192529	Arachidicoccus sp. BS20	7.232	1850526	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Arachidicoccus	Arachidicoccus sp. BS20	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_390/SAMN05192529.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_390/SAMN05192529.contigs.fa.gz
SAMN02198871	Clostridium scatologenes	7.233	1548	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium scatologenes	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02198871.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02198871.contigs.fa.gz
SAMN02441406	Micavibrio aeruginosavorus	7.236	349221	Proteobacteria	Alphaproteobacteria			Micavibrio	Micavibrio aeruginosavorus	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_285/SAMN02441406.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_285/SAMN02441406.contigs.fa.gz
SAMN02199408	Gottschalkia acidurici	7.263	1556	Firmicutes	Tissierellia	Tissierellales	Gottschalkiaceae	Gottschalkia	Gottschalkia acidurici	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_275/SAMN02199408.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_275/SAMN02199408.contigs.fa.gz
SAMN08138579	Corynebacterium frankenforstense	7.303	1230998	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium frankenforstense	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_530/SAMN08138579.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_530/SAMN08138579.contigs.fa.gz
SAMN08769263	Leuconostoc carnosum	7.312	1252	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc carnosum	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_559/SAMN08769263.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_559/SAMN08769263.contigs.fa.gz
SAMN08779783	Cellulophaga algicola	7.379	59600	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_561/SAMN08779783.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_561/SAMN08779783.contigs.fa.gz
SAMN08886381	Mycoplasma suis	7.412	57372	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma suis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_568/SAMN08886381.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_568/SAMN08886381.contigs.fa.gz
SAMN05414138	Rhodoplanes sp. Z2-YC6860	7.47	674703	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodoplanes	Rhodoplanes sp. Z2-YC6860	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_403/SAMN05414138.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_403/SAMN05414138.contigs.fa.gz
SAMN02745724	Pseudoalteromonas tunicata	7.483	314281	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas tunicata	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_294/SAMN02745724.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_294/SAMN02745724.contigs.fa.gz
SAMN07312867	Klebsiella sp. LTGPAF-6F	7.491	1905288	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella sp. LTGPAF-6F	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_482/SAMN07312867.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_482/SAMN07312867.contigs.fa.gz
SAMN04456987	Verrucomicrobia bacterium	7.497	2026799	Verrucomicrobia					Verrucomicrobia bacterium	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_364/SAMN04456987.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_364/SAMN04456987.contigs.fa.gz
SAMN07621134	Paraoerskovia marina	7.51	545619	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Paraoerskovia	Paraoerskovia marina	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_501/SAMN07621134.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_501/SAMN07621134.contigs.fa.gz
SAMN02745514	Methylocystis bryophila	7.635	655015	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylocystis	Methylocystis bryophila	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_294/SAMN02745514.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_294/SAMN02745514.contigs.fa.gz
SAMN02584962	Shewanella japonica	7.64	93973	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella japonica	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_287/SAMN02584962.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_287/SAMN02584962.contigs.fa.gz
SAMN02261255	Arthrospira platensis	7.643	118562	Cyanobacteria		Oscillatoriales	Microcoleaceae	Arthrospira	Arthrospira platensis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_276/SAMN02261255.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_276/SAMN02261255.contigs.fa.gz
SAMN06456577	Chryseobacterium camelliae	7.655	1265445	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Chryseobacterium camelliae	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_455/SAMN06456577.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_455/SAMN06456577.contigs.fa.gz
SAMN07620976	Flavobacterium sp. AJ004	7.759	1678728	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium kingsejongi	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_501/SAMN07620976.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_501/SAMN07620976.contigs.fa.gz
SAMN08778802	Nonlabens sp. Hel1_33_55	7.765	1336802	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Nonlabens	Nonlabens sp. Hel1_33_55	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_560/SAMN08778802.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_560/SAMN08778802.contigs.fa.gz
SAMN02194944	Gramella forsetii	7.931	411153	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gramella	Gramella forsetii	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02194944.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02194944.contigs.fa.gz
SAMN05017669	Oceanobacillus sp. 160	7.985	2052660	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus sp. 160	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_388/SAMN05017669.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_388/SAMN05017669.contigs.fa.gz
SAMN02441109	Bacillus sp. X1(2014)	8.025	1565991	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. X1(2014)	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_285/SAMN02441109.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_285/SAMN02441109.contigs.fa.gz
SAMN05216465	Sphingomonas sanxanigenens	8.05	397260	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sanxanigenens	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_393/SAMN05216465.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_393/SAMN05216465.contigs.fa.gz
SAMN02745245	Peptoniphilus sp. ING2-D1G	8.121	1912856	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus sp. ING2-D1G	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_293/SAMN02745245.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_293/SAMN02745245.contigs.fa.gz
SAMN02923834	Corynebacterium sphenisci	8.125	191493	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium sphenisci	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_303/SAMN02923834.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_303/SAMN02923834.contigs.fa.gz
SAMN05720369	Elizabethkingia miricola	8.174	172045	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Elizabethkingia	Elizabethkingia miricola	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_414/SAMN05720369.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_414/SAMN05720369.contigs.fa.gz
SAMN08770121	Roseibacterium elongatum	8.251999999999999	159346	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseibacterium	Roseibacterium elongatum	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_559/SAMN08770121.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_559/SAMN08770121.contigs.fa.gz
SAMN00262208	Pseudarcicella sp. HME7025	8.376	998844	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Allopseudarcicella	Allopseudarcicella aquatilis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_267/SAMN00262208.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_267/SAMN00262208.contigs.fa.gz
SAMN07622098	Thiolapillus brandeum	8.446	1076588	Proteobacteria	Gammaproteobacteria			Thiolapillus	Thiolapillus brandeum	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_501/SAMN07622098.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_501/SAMN07622098.contigs.fa.gz
SAMN05421867	Cellulomonas sp. PSBB021	8.515	2003551	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	Cellulomonas sp. PSBB021	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_404/SAMN05421867.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_404/SAMN05421867.contigs.fa.gz
SAMN04488242	Tessaracoccus sp. Marseille-P5995	8.581	2161816	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Tessaracoccus	Tessaracoccus timonensis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_368/SAMN04488242.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_368/SAMN04488242.contigs.fa.gz
SAMN07313991	Jeotgalibacillus malaysiensis	8.604000000000001	1508404	Firmicutes	Bacilli	Bacillales	Planococcaceae	Jeotgalibacillus	Jeotgalibacillus malaysiensis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_482/SAMN07313991.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_482/SAMN07313991.contigs.fa.gz
SAMN02441300	Pseudoalteromonas aliena	8.617	247523	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas aliena	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_285/SAMN02441300.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_285/SAMN02441300.contigs.fa.gz
SAMEA5065398	Pseudarthrobacter sulfonivorans	8.641	121292	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter	Pseudarthrobacter sulfonivorans	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_254/SAMEA5065398.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_254/SAMEA5065398.contigs.fa.gz
SAMN02194210	Psychrobacter sp. G	8.641	571800	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter sp. G	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02194210.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02194210.contigs.fa.gz
SAMN02746022	Methylocella silvestris	8.751	199596	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	Methylocella silvestris	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_294/SAMN02746022.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_294/SAMN02746022.contigs.fa.gz
SAMN08886384	Colwellia sp. PAMC 21821	8.786	1816219	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	Colwellia sp. PAMC 21821	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_568/SAMN08886384.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_568/SAMN08886384.contigs.fa.gz
SAMN02745448	Borrelia anserina	8.852	143	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia anserina	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_294/SAMN02745448.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_294/SAMN02745448.contigs.fa.gz
SAMN08025814	Methylomonas sp. DH-1	8.961	1727196	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas	Methylomonas sp. DH-1	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_523/SAMN08025814.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_523/SAMN08025814.contigs.fa.gz
SAMN02441051	Desulfovibrio desulfuricans	8.989	876	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio desulfuricans	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_285/SAMN02441051.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_285/SAMN02441051.contigs.fa.gz
SAMN02745859	Clostridium estertheticum	9.014	238834	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium estertheticum	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_294/SAMN02745859.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_294/SAMN02745859.contigs.fa.gz
SAMN03159338	Sphingomonas hengshuiensis	9.022	1609977	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas hengshuiensis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_308/SAMN03159338.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_308/SAMN03159338.contigs.fa.gz
SAMEA3374943	Luteipulveratus mongoliensis	9.025	571913	Actinobacteria	Actinobacteria	Micrococcales	Dermacoccaceae	Luteipulveratus	Luteipulveratus mongoliensis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_167/SAMEA3374943.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_167/SAMEA3374943.contigs.fa.gz
SAMN02198975	Saccharospirillum mangrovi	9.031	2161747	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Saccharospirillum	Saccharospirillum mangrovi	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02198975.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02198975.contigs.fa.gz
SAMN02256495	Corynebacterium timonense	9.088	441500	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium timonense	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_275/SAMN02256495.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_275/SAMN02256495.contigs.fa.gz
SAMN06297387	Streptomyces sp. SCSIO 03032	9.091	1109743	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. SCSIO 03032	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_448/SAMN06297387.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_448/SAMN06297387.contigs.fa.gz
